"Name","Geoid","pa_or_restart_cat"
"Springfield School District","4222600","Did not receive either PA or Restart Grant"
"Jackson County Schools","3702340","Did not receive either PA or Restart Grant"
"Chichester School District","4205910","Did not receive either PA or Restart Grant"
"Chichester School District","4205910","Did not receive either PA or Restart Grant"
"Upper Dublin School District","4224390","Did not receive either PA or Restart Grant"
"Southeastern Greene School District","4222200","Did not receive either PA or Restart Grant"
"Southeastern Greene School District","4222200","Did not receive either PA or Restart Grant"
"Jones County Schools","3702400","Received PA or Restart Grant"
"Trinity Area School District","4223760","Did not receive either PA or Restart Grant"
"Madison County Schools","3702820","Did not receive either PA or Restart Grant"
"Madison County Schools","3702820","Did not receive either PA or Restart Grant"
"McDowell County Schools","3702940","Did not receive either PA or Restart Grant"
"Pamlico County Schools","3703510","Received PA or Restart Grant"
"Randolph County Schools","3703780","Did not receive either PA or Restart Grant"
"Buford City School District","1300600","Did not receive either PA or Restart Grant"
"White County School District","1305670","Did not receive either PA or Restart Grant"
"Richmond County Schools","3703870","Received PA or Restart Grant"
"Richmond County Schools","3703870","Received PA or Restart Grant"
"Union County Public Schools","3704620","Received PA or Restart Grant"
"Echols County School District","1301950","Received PA or Restart Grant"
"Echols County School District","1301950","Received PA or Restart Grant"
"Union County Public Schools","3704620","Received PA or Restart Grant"
"Vance County Schools","3704650","Received PA or Restart Grant"
"Appling County School District","1300060","Received PA or Restart Grant"
"Vance County Schools","3704650","Received PA or Restart Grant"
"Paulding County School District","1304020","Did not receive either PA or Restart Grant"
"Wayne County Public Schools","3704880","Received PA or Restart Grant"
"Beach Public School District 3","3802380","Did not receive either PA or Restart Grant"
"Beach Public School District 3","3802380","Did not receive either PA or Restart Grant"
"Charlton County School District","1300990","Did not receive either PA or Restart Grant"
"Munich Public School District 19","3813440","Did not receive either PA or Restart Grant"
"Warwick Public School District 29","3819260","Did not receive either PA or Restart Grant"
"Medina Public School District 3","3812660","Did not receive either PA or Restart Grant"
"North Sargent Public School District 3","3814290","Did not receive either PA or Restart Grant"
"Charlton County School District","1300990","Did not receive either PA or Restart Grant"
"Quitman County School District","1304290","Did not receive either PA or Restart Grant"
"Litchville-Marion Public School District 46","3800057","Did not receive either PA or Restart Grant"
"Quitman County School District","1304290","Did not receive either PA or Restart Grant"
"Wyndmere Public School District 42","3820310","Did not receive either PA or Restart Grant"
"Eightmile Public School District 6","3806010","Did not receive either PA or Restart Grant"
"Richmond County School District","1304380","Did not receive either PA or Restart Grant"
"Kensal Public School District 19","3810260","Did not receive either PA or Restart Grant"
"Griggs County Central School District 18","3804560","Did not receive either PA or Restart Grant"
"Midway Public School District 128","3812920","Did not receive either PA or Restart Grant"
"Divide County Public School District 1","3805160","Did not receive either PA or Restart Grant"
"May-Port CG Public School District 14","3800041","Did not receive either PA or Restart Grant"
"Goodrich Public School District 16","3807950","Did not receive either PA or Restart Grant"
"Richmond County School District","1304380","Did not receive either PA or Restart Grant"
"North Border School District 100","3800054","Did not receive either PA or Restart Grant"
"Weskan Unified School District 242","2012900","Did not receive either PA or Restart Grant"
"Weskan Unified School District 242","2012900","Did not receive either PA or Restart Grant"
"Buhler Unified School District 313","2004200","Did not receive either PA or Restart Grant"
"Piper Unified School District 203","2010680","Did not receive either PA or Restart Grant"
"North Border School District 100","3800054","Did not receive either PA or Restart Grant"
"Zeeland Public School District 4","3820400","Did not receive either PA or Restart Grant"
"Zeeland Public School District 4","3820400","Did not receive either PA or Restart Grant"
"Madison-Virgil Unified School District 386","2009090","Did not receive either PA or Restart Grant"
"Arkansas City Unified School District 470","2003450","Received PA or Restart Grant"
"Arkansas City Unified School District 470","2003450","Received PA or Restart Grant"
"Goessel Unified School District 411","2006570","Did not receive either PA or Restart Grant"
"Southern Cloud Unified School District 334","2006510","Did not receive either PA or Restart Grant"
"Kulm Public School District 7","3810500","Did not receive either PA or Restart Grant"
"Pike Valley Unified School District 426","2005310","Did not receive either PA or Restart Grant"
"Liberal Unified School District 480","2008730","Received PA or Restart Grant"
"Liberal Unified School District 480","2008730","Received PA or Restart Grant"
"Syracuse Unified School District 494","2012150","Received PA or Restart Grant"
"Syracuse Unified School District 494","2012150","Received PA or Restart Grant"
"Hopkins County School District","2102860","Did not receive either PA or Restart Grant"
"Livingston County School District","2103510","Did not receive either PA or Restart Grant"
"Livingston County School District","2103510","Did not receive either PA or Restart Grant"
"Fessenden-Bowdon Public School District 25","3800049","Did not receive either PA or Restart Grant"
"Adair County School District","2100030","Did not receive either PA or Restart Grant"
"Graves County School District","2102280","Did not receive either PA or Restart Grant"
"Napoleon Public School District 2","3813510","Did not receive either PA or Restart Grant"
"Grafton Public School District 3","3808060","Did not receive either PA or Restart Grant"
"Graves County School District","2102280","Did not receive either PA or Restart Grant"
"Grafton Public School District 3","3808060","Did not receive either PA or Restart Grant"
"Flasher Public School District 39","3806930","Did not receive either PA or Restart Grant"
"Boyle County School District","2100630","Did not receive either PA or Restart Grant"
"Belcourt Public School District 7","3802530","Did not receive either PA or Restart Grant"
"Belfield Public School District 13","3806210","Did not receive either PA or Restart Grant"
"Max Public School District 50","3812350","Did not receive either PA or Restart Grant"
"Fairmount Public School District 18","3806690","Did not receive either PA or Restart Grant"
